product_id,sku,product_name,category,sub_category,brand,unit_cost,unit_price,supplier_id,is_active,launch_date,weight_kg,stock_quantity,margin_flag
208,SKU-00208,Professor Non-Fiction Plus,Books,Non-Fiction,LuxeWear,7.21,12.44,13.0,1,2023-01-07,11.48,3861,0
209,SKU-00209,Thank Action Figures Pro,Toys,Action Figures,AromaBliss,25.29,67.89,37.0,1,2021-06-01,15.25,4546,0
210,SKU-00210,Such Cookware,Home & Kitchen,Cookware,NovaTech,414.53,535.87,,1,2023-12-08,28.05,4236,0
211,SKU-00211,Vote Tablets Plus,Electronics,Tablets,PeakForm,425.13,544.15,30.0,1,2021-07-06,24.57,20,0
212,SKU-00212,Dark Cameras Pro,Electronics,Cameras,PureEdge,109.25,178.9,24.0,1,2018-07-17,25.53,3818,0
213,SKU-00213,Because Smartphones,Electronics,Smartphones,IronClad,517.96,809.6775,27.0,1,2018-03-30,23.63,3310,0
214,SKU-00214,Public Educational Max,Toys,Educational,GlowLab,39.92,105.3,12.0,0,2024-11-25,11.95,4727,0
215,SKU-00215,Prove Beverages Max,Grocery,Beverages,PageTurner,5.17,7.21,11.0,1,2022-02-10,2.99,2814,0
216,SKU-00216,Product Haircare Max,Beauty,Haircare,PageTurner,67.68,104.21,,1,2024-11-05,24.4,1391,0
217,SKU-00217,Cold Laptops Ultra,Electronics,Laptops,LuxeWear,347.25,514.96,21.0,1,2023-12-28,18.575,2088,0
218,SKU-00218,Game Outdoor Toys Ultra,Toys,Outdoor Toys,CloudWalker,23.1,32.09,48.0,1,2020-06-28,24.44,4492,0
219,SKU-00219,Somebody Outdoor Gear Max,Sports,Outdoor Gear,SwiftGear,262.04,614.85,7.0,1,2020-03-02,2.68,3598,0
220,SKU-00220,Morning Action Figures Ultra,Toys,Action Figures,FreshCart,60.7,80.56,42.0,1,2022-08-02,13.36,4000,0
221,SKU-00221,Able Board Games,Toys,Board Games,LuxeWear,52.83,93.81,43.0,1,2019-11-07,11.77,2,0
222,SKU-00222,Nearly Beverages,Grocery,Beverages,FreshCart,8.15,17.01,1.0,1,2021-12-16,24.07,1315,0
223,SKU-00223,Letter Team Sports Lite,Sports,Team Sports,PlayZone,124.47,308.21,27.0,1,2019-03-17,20.93,4357,0
224,SKU-00224,Series Cameras Pro,Electronics,Cameras,PageTurner,559.39,809.6775,37.0,1,2022-10-05,4.69,2253,0
225,SKU-00225,Every Fitness Equipment,Sports,Fitness Equipment,PlayZone,63.84,156.68,1.0,1,2018-07-05,3.77,1057,0
226,SKU-00226,Social Haircare Max,Beauty,Haircare,IronClad,20.71,55.55,42.0,0,2022-02-05,24.22,39,0
227,SKU-00227,Prove Appliances Max,Home & Kitchen,Appliances,PlayZone,146.65,238.22,11.0,1,2020-05-27,27.47,4891,0
228,SKU-00228,Hard Fragrances Lite,Beauty,Fragrances,PlayZone,52.49,94.94,42.0,1,2021-08-31,26.01,2553,0
229,SKU-00229,War Educational Max,Toys,Educational,SwiftGear,62.32,99.56,40.0,0,2024-10-23,25.38,3754,0
230,SKU-00230,Born Outdoor Toys Ultra,Toys,Outdoor Toys,UrbanNest,87.25,228.02,1.0,1,2022-12-23,19.12,3707,0
231,SKU-00231,Rock Team Sports Plus,Sports,Team Sports,UrbanNest,104.09,240.39,23.0,1,2022-01-28,3.12,4018,0
232,SKU-00232,Card Team Sports Ultra,Sports,Team Sports,AromaBliss,131.33,365.18,12.0,0,2022-12-20,14.195,284,0
233,SKU-00233,Appear Dairy Pro,Grocery,Dairy,PeakForm,4.46,10.62,14.0,1,2020-10-17,28.13,4754,0
234,SKU-00234,Writer Snacks Pro,Grocery,Snacks,ByteBox,22.49,49.15,26.0,1,2022-11-19,27.33,403,0
235,SKU-00235,Down Women'S Apparel Ultra,Clothing,Women's Apparel,SwiftGear,58.4,155.75,16.0,1,2024-03-23,12.5,19,0
236,SKU-00236,Democratic Outdoor Toys,Toys,Outdoor Toys,SwiftGear,22.12,32.17,23.0,1,2020-08-12,3.5,3401,0
237,SKU-00237,Message Comics Pro,Books,Comics,CloudWalker,25.06,65.61,1.0,1,2020-02-17,4.36,3972,0
238,SKU-00238,Eight Bedding Pro,Home & Kitchen,Bedding,SwiftGear,195.36,262.5,44.0,0,2019-07-18,28.17,2824,0
239,SKU-00239,Drive Non-Fiction Pro,Books,Non-Fiction,CloudWalker,23.36,30.56,8.0,1,2022-03-17,13.31,980,0
240,SKU-00240,Citizen Organic,Grocery,Organic,ZenHome,21.58,29.25,5.0,1,2022-07-24,10.82,4774,0
241,SKU-00241,Hit Footwear,Clothing,Footwear,PeakForm,161.03,433.92,10.0,1,2019-02-19,16.08,1831,0
242,SKU-00242,Usually Furniture,Home & Kitchen,Furniture,PeakForm,350.87,690.9,18.0,1,2023-03-08,14.34,4979,0
243,SKU-00243,Hour Appliances Plus,Home & Kitchen,Appliances,LuxeWear,347.86,694.68,13.0,1,2018-01-10,17.21,3461,0
244,SKU-00244,Person Fitness Equipment Lite,Sports,Fitness Equipment,LuxeWear,225.45,349.62,45.0,1,2023-07-27,7.28,4224,0
245,SKU-00245,Defense Organic,Grocery,Organic,PlayZone,16.09,44.21,8.0,1,2024-12-21,4.25,4029,0
246,SKU-00246,Reality Accessories Max,Clothing,Accessories,ByteBox,70.59,136.72,40.0,1,2023-03-18,0.66,1027,0
247,SKU-00247,Certain Laptops Pro,Electronics,Laptops,IronClad,208.86,407.18,43.0,1,2022-05-15,22.03,1222,0
248,SKU-00248,Sound Skincare Plus,Beauty,Skincare,GlowLab,77.3,157.45,36.0,1,2018-01-02,17.03,561,0
249,SKU-00249,Kitchen Headphones Ultra,Electronics,Headphones,PageTurner,577.87,809.6775,26.0,1,2018-11-06,18.575,3977,0
250,SKU-00250,Alone Snacks Max,Grocery,Snacks,PageTurner,16.9,38.69,4.0,1,2024-06-17,4.45,3771,0
251,SKU-00251,Prevent Educational,Toys,Educational,AromaBliss,33.14,55.96,12.0,1,2020-06-01,8.89,3545,0
252,SKU-00252,Since Cookware Lite,Home & Kitchen,Cookware,PlayZone,235.72,310.89,41.0,1,2024-07-09,24.35,3485,0
253,SKU-00253,Author Makeup Max,Beauty,Makeup,CloudWalker,16.24,29.54,48.0,1,2023-05-05,23.03,1285,0
254,SKU-00254,Serious Fiction Ultra,Books,Fiction,SwiftGear,17.58,31.84,8.0,1,2024-06-28,17.8,4046,0
255,SKU-00255,Pressure Fitness Equipment Max,Sports,Fitness Equipment,PeakForm,210.45,543.12,31.0,1,2022-01-22,3.68,4112,0
256,SKU-00256,Hundred Comics,Books,Comics,PureEdge,14.7,18.66,47.0,1,2022-12-10,18.14,943,0
257,SKU-00257,Mrs Fiction,Books,Fiction,NovaTech,31.84,56.5,13.0,0,2018-02-04,9.65,470,0
258,SKU-00258,Day Men'S Apparel,Clothing,Men's Apparel,AromaBliss,116.2,215.24,,1,2023-08-10,15.31,2463,0
259,SKU-00259,Test Tablets Pro,Electronics,Tablets,NovaTech,680.85,809.6775,48.0,1,2018-02-10,29.27,1382,0
260,SKU-00260,Allow Tablets Ultra,Electronics,Tablets,IronClad,571.62,809.6775,42.0,1,2021-02-21,23.36,2390,0
261,SKU-00261,Would Appliances,Home & Kitchen,Appliances,PeakForm,154.12,412.71,20.0,1,2024-05-06,21.91,3946,0
262,SKU-00262,Writer Snacks,Grocery,Snacks,FreshCart,2.5,6.21,23.0,1,2019-03-27,5.64,4521,0
263,SKU-00263,Adult Haircare Ultra,Beauty,Haircare,PeakForm,28.03,70.49,10.0,1,2019-10-09,8.23,2165,0
264,SKU-00264,Traditional Cookware Ultra,Home & Kitchen,Cookware,IronClad,18.67,46.43,35.0,1,2023-12-28,5.47,2331,0
265,SKU-00265,Suggest Appliances Ultra,Home & Kitchen,Appliances,PeakForm,16.25,31.17,29.0,1,2020-05-22,7.42,1176,0
266,SKU-00266,Accept Women'S Apparel Ultra,Clothing,Women's Apparel,UrbanNest,135.17,165.08,23.0,1,2018-09-21,28.23,385,0
267,SKU-00267,Bag Cookware Max,Home & Kitchen,Cookware,PureEdge,153.78,373.09,36.0,0,2019-03-16,19.29,3823,0
268,SKU-00268,Price Furniture,Home & Kitchen,Furniture,ByteBox,58.31,95.87,50.0,1,2019-09-10,9.68,48,0
269,SKU-00269,Newspaper Women'S Apparel Ultra,Clothing,Women's Apparel,FreshCart,21.71,52.63,46.0,1,2020-12-03,15.92,3422,0
270,SKU-00270,Agency Smartphones Plus,Electronics,Smartphones,LuxeWear,269.52,404.33,7.0,1,2018-03-28,22.38,2468,0
271,SKU-00271,Help Women'S Apparel,Clothing,Women's Apparel,UrbanNest,14.85,28.4,5.0,1,2022-06-17,15.31,3,0
272,SKU-00272,Man Snacks,Grocery,Snacks,CloudWalker,16.19,38.7,3.0,1,2018-11-28,27.42,4810,0
273,SKU-00273,Forget Bedding Plus,Home & Kitchen,Bedding,UrbanNest,370.27,809.6775,6.0,1,2023-10-08,18.55,535,0
274,SKU-00274,Oil Cameras Plus,Electronics,Cameras,PureEdge,62.65,117.79,29.0,1,2018-02-12,17.1,4884,0
275,SKU-00275,Eye Bedding Ultra,Home & Kitchen,Bedding,SwiftGear,315.48,650.9,46.0,1,2022-01-16,20.21,4208,0
276,SKU-00276,Provide Appliances Ultra,Home & Kitchen,Appliances,UrbanNest,111.73,279.2,18.0,1,2024-10-09,23.2,3093,0
277,SKU-00277,Impact Headphones Plus,Electronics,Headphones,GlowLab,876.59,809.6775,30.0,1,2022-12-17,9.9,1261,1
278,SKU-00278,Know Team Sports Pro,Sports,Team Sports,ByteBox,31.85,52.11,46.0,1,2019-05-07,23.95,3276,0
279,SKU-00279,Character Outdoor Gear,Sports,Outdoor Gear,PeakForm,274.93,707.36,4.0,1,2021-08-21,23.36,4440,0
280,SKU-00280,Design Non-Fiction Plus,Books,Non-Fiction,PureEdge,17.33,22.96,22.0,1,2020-04-07,4.55,2991,0
281,SKU-00281,Treat Fragrances Lite,Beauty,Fragrances,PureEdge,102.96,162.32,25.0,1,2023-03-03,8.43,2619,0
282,SKU-00282,Understand Haircare Pro,Beauty,Haircare,UrbanNest,52.82,105.09,14.0,1,2022-09-12,1.69,1694,0
283,SKU-00283,Eye Non-Fiction,Books,Non-Fiction,FreshCart,15.21,19.85,47.0,1,2020-01-10,25.66,2181,0
284,SKU-00284,Specific Board Games Lite,Toys,Board Games,SwiftGear,42.06,117.13,36.0,1,2018-10-06,16.71,2312,0
285,SKU-00285,Say Non-Fiction Max,Books,Non-Fiction,PlayZone,13.65,30.12,14.0,1,2023-07-23,6.57,2444,0
286,SKU-00286,Daughter Fitness Equipment Lite,Sports,Fitness Equipment,PageTurner,196.38,501.05,5.0,1,2024-06-09,20.56,1573,0
287,SKU-00287,Case Organic Pro,Grocery,Organic,AromaBliss,17.53,21.21,17.0,1,2024-08-26,13.3,4684,0
288,SKU-00288,Economy Cameras Ultra,Electronics,Cameras,GlowLab,585.31,809.6775,50.0,1,2020-11-27,26.89,3198,0
289,SKU-00289,Person Action Figures Ultra,Toys,Action Figures,NovaTech,67.73,164.4,7.0,1,2019-10-20,29.69,2040,0
290,SKU-00290,Left Fragrances Ultra,Beauty,Fragrances,UrbanNest,86.9,170.91,47.0,1,2024-05-02,9.89,2752,0
291,SKU-00291,Consumer Outdoor Gear Plus,Sports,Outdoor Gear,SwiftGear,111.15,308.48,26.0,1,2019-11-08,4.17,2296,0
292,SKU-00292,Thus Makeup,Beauty,Makeup,GlowLab,14.72,40.28,30.0,1,2024-08-13,29.68,22,0
293,SKU-00293,Positive Smartphones Ultra,Electronics,Smartphones,PeakForm,525.11,809.6775,10.0,1,2024-10-16,4.72,4651,0
294,SKU-00294,Firm Outdoor Gear Plus,Sports,Outdoor Gear,IronClad,161.44,320.68,33.0,1,2022-01-11,3.91,1429,0
295,SKU-00295,Bill Cookware Plus,Home & Kitchen,Cookware,ZenHome,116.92,143.56,,1,2023-04-28,12.92,4033,0
296,SKU-00296,There Dairy Ultra,Grocery,Dairy,LuxeWear,5.5,6.8,16.0,1,2019-02-17,12.12,3270,0
297,SKU-00297,Energy Outdoor Toys Plus,Toys,Outdoor Toys,CloudWalker,76.07,177.05,4.0,0,2023-05-16,11.36,4809,0
298,SKU-00298,Organization Laptops Lite,Electronics,Laptops,LuxeWear,722.44,809.6775,4.0,1,2022-06-07,27.8,4400,0
299,SKU-00299,Same Dairy,Grocery,Dairy,IronClad,0.62,1.72,43.0,1,2020-06-12,21.49,2776,0
300,SKU-00300,Heart Outdoor Gear Max,Sports,Outdoor Gear,SwiftGear,20.67,26.98,30.0,1,2020-12-26,20.47,1337,0
301,SKU-00301,Interview Bedding Max,Home & Kitchen,Bedding,IronClad,172.93,440.84,29.0,1,2019-11-01,13.45,4810,0
302,SKU-00302,These Educational Pro,Toys,Educational,UrbanNest,86.86,198.12,47.0,1,2019-02-19,1.61,4953,0
303,SKU-00303,Resource Smartphones Plus,Electronics,Smartphones,PageTurner,837.81,809.6775,,1,2022-06-19,7.21,2276,1
304,SKU-00304,Parent Men'S Apparel Lite,Clothing,Men's Apparel,FreshCart,120.05,306.68,32.0,1,2023-07-08,1.99,3122,0
305,SKU-00305,Remain Outdoor Toys Ultra,Toys,Outdoor Toys,FreshCart,36.71,102.41,13.0,1,2019-08-24,22.53,4031,0
306,SKU-00306,Pretty Appliances Ultra,Home & Kitchen,Appliances,LuxeWear,471.12,809.6775,16.0,1,2023-11-05,0.26,3,0
307,SKU-00307,Kid Haircare Plus,Beauty,Haircare,PlayZone,74.99,102.77,15.0,1,2021-08-24,4.38,2313,0
308,SKU-00308,Character Tablets Ultra,Electronics,Tablets,NovaTech,183.93,427.59,24.0,1,2018-10-13,9.7,3761,0
309,SKU-00309,Star Outdoor Gear Lite,Sports,Outdoor Gear,CloudWalker,57.4,110.48,21.0,1,2024-01-04,14.195,2877,0
310,SKU-00310,School Women'S Apparel Pro,Clothing,Women's Apparel,CloudWalker,21.35,56.02,28.0,1,2022-05-08,20.38,3920,0
311,SKU-00311,Within Headphones,Electronics,Headphones,AromaBliss,534.06,809.6775,24.0,1,2018-11-13,11.93,4228,0
312,SKU-00312,Station Makeup Lite,Beauty,Makeup,PageTurner,39.89,71.49,18.0,1,2021-10-06,9.6,1954,0
313,SKU-00313,Its Educational Lite,Toys,Educational,ByteBox,19.44,31.35,46.0,0,2024-12-07,0.1,4320,0
314,SKU-00314,Art Fitness Equipment Plus,Sports,Fitness Equipment,PageTurner,250.63,303.39,18.0,1,2021-05-04,26.02,3527,0
315,SKU-00315,Spend Outdoor Gear Pro,Sports,Outdoor Gear,FreshCart,25.84,65.55,22.0,1,2020-05-04,7.75,649,0
316,SKU-00316,Cover Haircare Ultra,Beauty,Haircare,FreshCart,67.97,133.94,45.0,1,2019-09-15,13.55,3172,0
317,SKU-00317,Arm Skincare,Beauty,Skincare,PeakForm,42.03,50.63,48.0,1,2020-10-30,10.19,3137,0
318,SKU-00318,Allow Men'S Apparel Lite,Clothing,Men's Apparel,PureEdge,139.83,184.32,5.0,1,2018-05-24,5.9,3694,0
319,SKU-00319,Language Accessories Max,Clothing,Accessories,ZenHome,33.36,51.37,27.0,1,2024-10-08,4.22,4930,0
320,SKU-00320,Machine Educational Ultra,Toys,Educational,ByteBox,76.46,98.78,8.0,1,2018-11-16,4.11,3317,0
321,SKU-00321,Word Dairy Ultra,Grocery,Dairy,GlowLab,22.53,37.26,16.0,1,2019-09-24,24.66,7,0
322,SKU-00322,Meeting Organic Plus,Grocery,Organic,NovaTech,0.8,1.04,3.0,1,2020-03-13,25.72,3004,0
323,SKU-00323,Bill Outdoor Toys Lite,Toys,Outdoor Toys,NovaTech,43.76,91.0,17.0,1,2023-12-14,14.15,4782,0
324,SKU-00324,Cultural Headphones,Electronics,Headphones,SwiftGear,415.39,700.97,32.0,1,2019-03-19,29.08,1653,0
325,SKU-00325,Rise Fiction Pro,Books,Fiction,IronClad,16.75,25.72,18.0,1,2023-05-08,3.39,40,0
326,SKU-00326,Director Fragrances Pro,Beauty,Fragrances,PeakForm,118.79,280.14,48.0,1,2018-10-17,29.2,40,0
327,SKU-00327,Simple Women'S Apparel Max,Clothing,Women's Apparel,PureEdge,8.03,17.13,14.0,1,2022-01-05,7.66,3972,0
328,SKU-00328,Approach Smartphones Pro,Electronics,Smartphones,PlayZone,122.19,330.59,10.0,1,2024-12-06,19.78,1596,0
329,SKU-00329,Stay Skincare Lite,Beauty,Skincare,CloudWalker,99.2,192.16,35.0,1,2021-10-01,19.78,215,0
330,SKU-00330,Myself Skincare Plus,Beauty,Skincare,PeakForm,109.27,270.83,11.0,1,2022-09-17,20.08,1250,0
331,SKU-00331,Mean Snacks Lite,Grocery,Snacks,PeakForm,0.59,0.92,9.0,1,2020-08-05,16.1,1320,0
332,SKU-00332,Address Team Sports Pro,Sports,Team Sports,FreshCart,232.79,532.05,17.0,1,2019-11-17,13.92,2689,0
333,SKU-00333,Woman Fitness Equipment Lite,Sports,Fitness Equipment,ByteBox,106.14,280.89,28.0,1,2021-05-08,3.01,2010,0
334,SKU-00334,Everybody Fragrances Lite,Beauty,Fragrances,ByteBox,105.04,212.25,3.0,1,2019-11-21,18.01,976,0
335,SKU-00335,Expert Dairy Ultra,Grocery,Dairy,GlowLab,4.84,7.27,48.0,1,2018-10-14,27.39,4172,0
336,SKU-00336,Recent Bedding Pro,Home & Kitchen,Bedding,GlowLab,349.89,809.6775,26.0,1,2024-12-07,1.11,2433,0
337,SKU-00337,And Tablets Pro,Electronics,Tablets,PureEdge,580.52,809.6775,7.0,1,2019-09-27,9.57,1256,0
338,SKU-00338,Simple Makeup Lite,Beauty,Makeup,IronClad,69.06,134.08,32.0,0,2024-04-10,1.78,2774,0
339,SKU-00339,Fact Board Games Max,Toys,Board Games,AromaBliss,6.43,11.24,25.0,1,2023-04-12,16.2,3641,0
340,SKU-00340,Usually Cameras,Electronics,Cameras,ByteBox,234.1,552.33,17.0,1,2021-10-08,18.75,3753,0
341,SKU-00341,Answer Comics Max,Books,Comics,CloudWalker,10.55,19.93,23.0,1,2023-12-22,19.97,1844,0
342,SKU-00342,Structure Academic Plus,Books,Academic,LuxeWear,18.01,50.22,43.0,1,2023-07-06,15.63,1282,0
343,SKU-00343,Win Fragrances,Beauty,Fragrances,PureEdge,39.18,60.27,21.0,1,2021-12-02,27.05,91,0
344,SKU-00344,Easy Action Figures Ultra,Toys,Action Figures,UrbanNest,47.41,57.26,23.0,1,2018-04-13,18.07,4665,0
345,SKU-00345,Place Outdoor Toys Pro,Toys,Outdoor Toys,GlowLab,32.01,60.99,42.0,1,2019-05-27,5.01,2430,0
346,SKU-00346,Unit Comics,Books,Comics,CloudWalker,29.36,80.38,35.0,1,2020-06-20,20.09,2004,0
347,SKU-00347,Direction Fitness Equipment Plus,Sports,Fitness Equipment,IronClad,42.04,54.61,14.0,1,2021-12-20,23.49,34,0
348,SKU-00348,Lose Fragrances,Beauty,Fragrances,GlowLab,102.14,238.62,37.0,1,2021-11-27,5.26,2253,0
349,SKU-00349,Second Men'S Apparel Ultra,Clothing,Men's Apparel,PeakForm,64.26,83.83,29.0,1,2024-04-26,8.65,2156,0
350,SKU-00350,American Haircare Pro,Beauty,Haircare,PureEdge,23.8,39.46,18.0,1,2023-12-25,11.02,824,0
351,SKU-00351,Question Headphones Ultra,Electronics,Headphones,IronClad,386.92,809.6775,11.0,1,,16.26,1882,0
352,SKU-00352,Not Outdoor Toys Max,Toys,Outdoor Toys,LuxeWear,41.96,79.94,44.0,1,2022-08-27,29.35,3461,0
353,SKU-00353,Hit Snacks Ultra,Grocery,Snacks,PageTurner,1.79,4.23,48.0,1,2019-02-20,14.12,4540,0
354,SKU-00354,Less Appliances,Home & Kitchen,Appliances,ZenHome,425.84,759.66,8.0,1,2019-11-28,12.83,2662,0
355,SKU-00355,Less Organic Ultra,Grocery,Organic,UrbanNest,22.46,37.69,32.0,1,2018-10-11,28.81,2752,0
356,SKU-00356,Range Fiction Ultra,Books,Fiction,PageTurner,4.51,5.98,7.0,1,2020-08-12,24.63,3568,0
357,SKU-00357,Moment Board Games,Toys,Board Games,ZenHome,11.56,28.12,6.0,1,2022-12-23,0.98,883,0
358,SKU-00358,Buy Academic,Books,Academic,PeakForm,27.13,45.07,28.0,1,2019-07-31,9.13,42,0
359,SKU-00359,Whole Men'S Apparel,Clothing,Men's Apparel,PureEdge,91.4,161.22,2.0,0,2021-06-11,18.67,2948,0
360,SKU-00360,Need Outdoor Toys Max,Toys,Outdoor Toys,CloudWalker,82.23,215.55,29.0,1,2018-02-13,7.37,39,0
361,SKU-00361,Finally Tablets,Electronics,Tablets,NovaTech,681.78,809.6775,49.0,1,2024-10-08,1.16,1595,0
362,SKU-00362,Air Footwear Ultra,Clothing,Footwear,ZenHome,10.53,25.64,29.0,1,2023-04-30,12.46,2767,0
363,SKU-00363,Detail Cookware Max,Home & Kitchen,Cookware,UrbanNest,20.03,53.48,34.0,1,2021-11-17,5.4,4081,0
364,SKU-00364,Class Makeup Lite,Beauty,Makeup,UrbanNest,67.99,159.19,7.0,1,2023-03-24,17.72,2408,0
365,SKU-00365,Compare Academic Plus,Books,Academic,ByteBox,6.45,9.46,42.0,1,2020-08-08,19.88,4606,0
366,SKU-00366,Democrat Snacks Plus,Grocery,Snacks,GlowLab,21.82,55.75,10.0,1,2019-04-20,23.11,3651,0
367,SKU-00367,Bill Furniture,Home & Kitchen,Furniture,GlowLab,263.6,348.83,26.0,1,2019-07-16,1.85,4403,0
368,SKU-00368,Understand Board Games Plus,Toys,Board Games,CloudWalker,88.73,201.98,31.0,1,2018-01-18,14.57,1669,0
369,SKU-00369,Nearly Team Sports Plus,Sports,Team Sports,SwiftGear,242.83,544.13,37.0,1,2023-12-21,4.81,92,0
370,SKU-00370,Least Action Figures Max,Toys,Action Figures,PeakForm,57.21,133.38,10.0,1,2022-10-04,17.45,2547,0
371,SKU-00371,Within Snacks Lite,Grocery,Snacks,IronClad,0.87,2.24,5.0,1,,22.86,398,0
372,SKU-00372,Next Action Figures Max,Toys,Action Figures,UrbanNest,51.24,139.37,25.0,1,2023-02-27,1.54,4502,0
373,SKU-00373,Scene Academic Pro,Books,Academic,ZenHome,22.11,44.46,8.0,0,2022-05-22,7.93,4211,0
374,SKU-00374,Large Beverages Pro,Grocery,Beverages,UrbanNest,16.56,33.72,3.0,1,2021-02-06,10.71,1821,0
375,SKU-00375,Everyone Makeup Max,Beauty,Makeup,PeakForm,76.67,118.18,46.0,1,2018-05-25,8.43,3099,0
376,SKU-00376,Drug Appliances Ultra,Home & Kitchen,Appliances,SwiftGear,41.56,76.56,35.0,0,2019-11-20,10.62,219,0
377,SKU-00377,Effort Outdoor Toys Plus,Toys,Outdoor Toys,NovaTech,26.88,70.44,21.0,1,2023-11-17,26.6,190,0
378,SKU-00378,Market Educational Pro,Toys,Educational,PureEdge,83.56,809.6775,31.0,1,2022-11-26,27.03,1341,0
379,SKU-00379,Yeah Fragrances,Beauty,Fragrances,UrbanNest,107.16,279.21,30.0,1,2022-04-18,23.22,1548,0
380,SKU-00380,Become Beverages Lite,Grocery,Beverages,PageTurner,9.52,20.0,11.0,1,2024-12-07,24.96,2345,0
381,SKU-00381,Decade Bedding Ultra,Home & Kitchen,Bedding,CloudWalker,293.53,656.11,42.0,1,2024-05-07,0.78,447,0
382,SKU-00382,South Board Games Lite,Toys,Board Games,FreshCart,20.27,35.12,14.0,1,2021-06-10,12.33,4543,0
383,SKU-00383,Be Comics Pro,Books,Comics,CloudWalker,10.96,16.66,13.0,1,2020-04-08,28.63,717,0
384,SKU-00384,Report Fragrances Ultra,Beauty,Fragrances,PageTurner,114.83,308.52,13.0,1,2021-04-14,17.72,4505,0
385,SKU-00385,Hospital Women'S Apparel Pro,Clothing,Women's Apparel,PageTurner,89.86,195.19,36.0,1,2021-06-23,3.35,4510,0
386,SKU-00386,Home Furniture Max,Home & Kitchen,Furniture,GlowLab,65.86,95.86,9.0,1,2021-06-09,1.21,2498,0
387,SKU-00387,Camera Organic Max,Grocery,Organic,PageTurner,15.49,26.21,48.0,0,2020-06-16,11.58,52,0
388,SKU-00388,Worry Outdoor Gear Ultra,Sports,Outdoor Gear,SwiftGear,159.73,292.93,43.0,1,2021-02-18,25.65,1672,0
389,SKU-00389,Change Headphones Pro,Electronics,Headphones,LuxeWear,174.63,408.79,21.0,1,2019-01-20,22.33,4521,0
390,SKU-00390,Memory Dairy Max,Grocery,Dairy,UrbanNest,1.55,2.85,14.0,0,2023-09-27,29.69,44,0
391,SKU-00391,Foreign Organic Pro,Grocery,Organic,NovaTech,14.53,17.94,23.0,1,2020-01-12,12.8,3841,0
392,SKU-00392,Approach Academic Ultra,Books,Academic,UrbanNest,19.28,37.3,19.0,1,2023-10-30,7.93,4020,0
393,SKU-00393,Against Skincare Ultra,Beauty,Skincare,GlowLab,104.15,126.19,50.0,1,2022-11-26,16.8,3290,0
394,SKU-00394,Piece Women'S Apparel Ultra,Clothing,Women's Apparel,IronClad,61.4,128.09,6.0,0,2018-02-03,19.23,2853,0
395,SKU-00395,Those Non-Fiction Plus,Books,Non-Fiction,SwiftGear,9.88,19.16,47.0,1,2023-01-20,13.28,1771,0
396,SKU-00396,Defense Skincare,Beauty,Skincare,IronClad,107.09,136.72,47.0,1,2021-10-16,6.22,3541,0
397,SKU-00397,Example Women'S Apparel Pro,Clothing,Women's Apparel,AromaBliss,128.06,210.93,,1,2018-11-29,16.08,2832,0
398,SKU-00398,Event Team Sports Lite,Sports,Team Sports,UrbanNest,173.91,261.25,48.0,1,2020-07-16,27.22,1719,0
399,SKU-00399,You Academic Ultra,Books,Academic,NovaTech,22.34,48.85,7.0,1,2020-04-25,28.79,322,0
400,SKU-00400,Recognize Team Sports Max,Sports,Team Sports,GlowLab,222.8,322.86,43.0,0,2024-10-10,10.83,1305,0
401,SKU-00401,Size Smartphones Max,Electronics,Smartphones,IronClad,878.5,809.6775,34.0,1,2019-11-13,21.3,31,1
402,SKU-00402,Purpose Cameras Max,Electronics,Cameras,CloudWalker,471.02,809.6775,1.0,1,2020-06-03,27.41,3125,0
403,SKU-00403,Can Non-Fiction,Books,Non-Fiction,PeakForm,16.73,41.5,14.0,1,2020-11-03,15.11,2502,0
404,SKU-00404,Be Non-Fiction,Books,Non-Fiction,IronClad,35.68,67.85,42.0,1,2021-10-28,26.01,3314,0
405,SKU-00405,Old Fitness Equipment Pro,Sports,Fitness Equipment,ByteBox,157.85,231.59,42.0,1,2019-02-16,26.68,2338,0
406,SKU-00406,Sell Bedding Ultra,Home & Kitchen,Bedding,IronClad,221.67,365.74,29.0,1,2019-11-13,16.68,4618,0
407,SKU-00407,Lead Footwear Ultra,Clothing,Footwear,PureEdge,101.81,135.7,36.0,1,2021-10-09,20.36,1470,0
408,SKU-00408,Into Organic,Grocery,Organic,PeakForm,15.11,29.35,7.0,1,2020-02-11,21.94,4881,0
409,SKU-00409,Information Non-Fiction Lite,Books,Non-Fiction,PureEdge,27.55,45.93,12.0,1,2024-02-20,5.32,1154,0
410,SKU-00410,Yeah Fitness Equipment Pro,Sports,Fitness Equipment,SwiftGear,210.13,525.25,14.0,1,2021-03-12,20.74,2655,0
411,SKU-00411,Almost Haircare Pro,Beauty,Haircare,AromaBliss,62.41,157.51,34.0,1,2022-07-31,14.65,1261,0
412,SKU-00412,Money Team Sports Lite,Sports,Team Sports,SwiftGear,278.72,726.79,12.0,1,2023-12-25,24.1,1072,0
413,SKU-00413,Move Outdoor Toys Ultra,Toys,Outdoor Toys,GlowLab,87.15,113.19,30.0,1,2024-06-13,25.52,4021,0
414,SKU-00414,Social Academic Pro,Books,Academic,ZenHome,13.68,24.78,33.0,1,2021-04-15,7.71,2838,0
